名称,排名,评分,作者,简介,图片
达拉斯买家俱乐部,167,8.8,"
                            导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...
                            2013 / 美国 / 剧情 传记 同性
                        ",Jared Leto的腿比女人还美！,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg
岁月神偷,168,8.7,"
                            导演: 罗启锐 Alex Law   主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...
                            2010 / 中国香港 中国大陆 / 剧情 家庭
                        ",岁月流逝，来日可追。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg
头脑特工队,169,8.7,"
                            导演: 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen  &nb...
                            2015 / 美国 / 喜剧 动画 冒险
                        ",愿我们都不用长大，每一座城堡都能永远存在。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2266293606.jpg
心迷宫,170,8.7,"
                            导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...
                            2014 / 中国大陆 / 剧情 犯罪 悬疑
                        ",荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276780256.jpg
你的名字。,171,8.4,"
                            导演: 新海诚 Makoto Shinkai   主演: 神木隆之介 Ryûnosuke Kamiki / 上...
                            2016 / 日本 / 剧情 爱情 动画
                        ",穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg
记忆碎片,172,8.7,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 盖·皮尔斯 Guy Pearce /...
                            2000 / 美国 / 犯罪 剧情 悬疑 惊悚
                        ",一个针管引发的血案。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg
寄生虫,173,8.8,"
                            导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 李善均 Seon-gyun...
                            2019 / 韩国 / 剧情 喜剧
                        ",一个针管引发的血案。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2561439800.jpg
忠犬八公物语,174,9.2,"
                            导演: Seijirô Kôyama   主演: 山本圭 Kei Yamamoto / 井川比佐志 Hisa...
                            1987 / 日本 / 剧情
                        ",养狗三日，便会对你终其一生。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2603716224.jpg
荒蛮故事,175,8.8,"
                            导演: 达米安·斯兹弗隆 Damián Szifron   主演: 达里奥·葛兰帝内提 Darío...
                            2014 / 阿根廷 西班牙 / 剧情 喜剧 犯罪
                        ",始于荒诞，止于更荒诞。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2584519452.jpg
海街日记,176,8.8,"
                            导演: 是枝裕和 Hirokazu Koreeda   主演: 绫濑遥 Haruka Ayase / 长泽雅美 M...
                            2015 / 日本 / 剧情 家庭
                        ",是枝裕和的家庭习作。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2603364117.jpg
爆裂鼓手,177,8.7,"
                            导演: 达米恩·查泽雷 Damien Chazelle   主演: 迈尔斯·特勒 Miles Teller /...
                            2014 / 美国 / 剧情 音乐
                        ",这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2220776342.jpg
真爱至上,178,8.6,"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 休·格兰特 Hugh Grant / 柯林...
                            2003 / 英国 美国 法国 / 喜剧 剧情 爱情
                        ",爱，是个动词。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg
惊魂记,179,9.0,"
                            导演: 阿尔弗雷德·希区柯克 Alfred Hitchcock   主演: 安东尼·博金斯 Antho...
                            1960 / 美国 / 悬疑 惊悚 恐怖
                        ",故事的反转与反转，分裂电影的始祖。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg
贫民窟的百万富翁,180,8.6,"
                            导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan   主演: 戴夫...
                            2008 / 英国 / 剧情 爱情
                        ",上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg
东邪西毒,181,8.6,"
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 林青霞 Brigitte...
                            1994 / 中国香港 中国台湾 / 剧情 动作 爱情 武侠 古装
                        ",电影诗。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg
哈利·波特与火焰杯,182,8.7,"
                            导演: 迈克·内威尔 Mike Newell   主演: 丹尼尔·雷德克里夫 Daniel Radclif...
                            2005 / 英国 美国 / 悬疑 奇幻 冒险
                        ",电影诗。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p735391084.jpg
萤火虫之墓,183,8.7,"
                            导演: 高畑勋 Isao Takahata   主演: 辰己努 / 白石绫乃 / 志乃原良子
                            1988 / 日本 / 动画 剧情 战争
                        ",幸福是生生不息，却难以触及的远。 ,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2237136718.jpg
黑天鹅,184,8.6,"
                            导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔莉·波特曼 Natalie...
                            2010 / 美国 / 剧情 惊悚
                        ",黑暗之美。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2549648344.jpg
小偷家族,185,8.7,"
                            导演: 是枝裕和 Hirokazu Koreeda   主演: 中川雅也 Lily Franky / 安藤樱 Sa...
                            2018 / 日本 / 剧情 犯罪 家庭
                        ",我们组成了家。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2530599636.jpg
绿里奇迹,186,8.9,"
                            导演: Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M...
                            1999 / 美国 / 犯罪 剧情 奇幻 悬疑
                        ",天使暂时离开。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg
无敌破坏王,187,8.7,"
                            导演: 瑞奇·莫尔 Rich Moore   主演: 约翰·C·赖利 John C. Reilly / 萨拉...
                            2012 / 美国 / 喜剧 动画 奇幻 冒险
                        ",迪士尼和皮克斯拿错剧本的产物。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg
你看起来好像很好吃,188,8.9,"
                            导演: 藤森雅也 Masaya Fujimori   主演: 山口胜平 Kappei Yamaguchi / 爱河...
                            2010 / 日本 / 剧情 动画 儿童
                        ",感情不分食草或者食肉。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p709670262.jpg
冰川时代,189,8.6,"
                            导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   主演...
                            2002 / 美国 / 喜剧 动画 冒险
                        ",松鼠才是角儿。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg
爱在午夜降临前,190,8.8,"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...
                            2013 / 美国 希腊 / 剧情 爱情
                        ",所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg
九品芝麻官,191,8.6,"
                            导演: 王晶 Jing Wong   主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng / ...
                            1994 / 中国香港 中国大陆 / 剧情 喜剧 古装
                        ",所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p648370300.jpg
雨人,192,8.7,"
                            导演: 巴瑞·莱文森 Barry Levinson   主演: 达斯汀·霍夫曼 Dustin Hoffman ...
                            1988 / 美国 / 剧情
                        ",生活在自己的世界里，也可以让周围的人显得可笑和渺小。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2353324612.jpg
疯狂的石头,193,8.5,"
                            导演: 宁浩 Hao Ning   主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin
                            2006 / 中国大陆 中国香港 / 喜剧 犯罪
                        ",中国版《两杆大烟枪》。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg
恋恋笔记本,194,8.5,"
                            导演: 尼克·卡索维茨 Nick Cassavetes   主演: 瑞恩·高斯林 Ryan Gosling /...
                            2004 / 美国 / 剧情 爱情
                        ",爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 ,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg
恐怖游轮,195,8.5,"
                            导演: 克里斯托弗·史密斯 Christopher Smith   主演: 梅利莎·乔治 Melissa ...
                            2009 / 英国 澳大利亚 / 剧情 悬疑 惊悚
                        ",不要企图在重复中寻找已经失去的爱。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg
雨中曲,196,9.1,"
                            导演: 斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly   主演: 吉恩·...
                            1952 / 美国 / 喜剧 歌舞 爱情
                        ",骨灰级歌舞片。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg
魔女宅急便,197,8.7,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 高山南 Minami Takayama / 佐久间玲 Re...
                            1989 / 日本 / 动画 奇幻 冒险
                        ",宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg
色，戒,198,8.5,"
                            导演: 李安 Ang Lee   主演: 梁朝伟 Tony Leung Chiu Wai / 汤唯 Wei Tang / ...
                            2007 / 中国台湾 中国大陆 美国 中国香港 / 剧情 爱情 情色
                        ",假戏真情，爱欲深海,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2169432453.jpg
奇迹男孩,199,8.6,"
                            导演: 斯蒂芬·卓博斯基 Stephen Chbosky   主演: 雅各布·特伦布莱 Jacob Tr...
                            2017 / 美国 中国香港 / 剧情 儿童 家庭
                        ",世界不完美，爱会有奇迹。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2507709428.jpg
2001太空漫游,200,8.8,"
                            导演: 斯坦利·库布里克 Stanley Kubrick   主演: 凯尔·杜拉 Keir Dullea / ...
                            1968 / 英国 美国 / 科幻 惊悚 冒险
                        ",现代科幻电影的开山之作，最伟大导演的最伟大影片。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2560717825.jpg
虎口脱险,201,8.9,"
                            导演: 杰拉尔·乌里 Gérard Oury   主演: 路易·德·菲耐斯 Louis de Funès...
                            1966 / 法国 英国 / 喜剧 战争
                        ",永远看不腻的喜剧。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg
海边的曼彻斯特,202,8.6,"
                            导演: 肯尼斯·罗纳根 Kenneth Lonergan   主演: 卡西·阿弗莱克 Casey Affle...
                            2016 / 美国 / 剧情 家庭
                        ",我们都有权利不与自己的过去和解。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg
人工智能,203,8.7,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 海利·乔·奥斯蒙 Haley...
                            2001 / 美国 英国 / 剧情 科幻
                        ",对爱的执着，可以超越一切。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg
可可西里,204,8.8,"
                            导演: 陆川 Chuan Lu   主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...
                            2004 / 中国大陆 中国香港 / 剧情 犯罪
                        ",坚硬的信仰。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg
城市之光,205,9.3,"
                            导演: Charles Chaplin   主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...
                            1931 / 美国 / 喜剧 剧情 爱情
                        ",永远的小人物，伟大的卓别林。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2170238828.jpg
房间,206,8.8,"
                            导演: 伦尼·阿伯拉罕森 Lenny Abrahamson   主演: 布丽·拉尔森 Brie Larson...
                            2015 / 爱尔兰 加拿大 英国 美国 / 剧情 家庭
                        ",被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg
罗生门,207,8.8,"
                            导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 京町子 ...
                            1950 / 日本 / 剧情 犯罪 悬疑
                        ",人生的N种可能性。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1598883511.jpg
二十二,208,8.7,"
                            导演: 郭柯 Ke Guo   主演: 
                            2015 / 中国大陆 / 纪录片
                        ",有一些东西不应该被遗忘。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg
初恋这件小事,209,8.4,"
                            导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...
                            2010 / 泰国 / 剧情 喜剧 爱情
                        ",黑小鸭速效美白记。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg
终结者2：审判日,210,8.7,"
                            导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz...
                            1991 / 美国 法国 / 动作 科幻
                        ",少见的超越首部的续集，动作片中的经典。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg
大佛普拉斯,211,8.7,"
                            导演: 黄信尧 Hsin-yao Huang   主演: 庄益增 Yizeng Zhuang / 陈竹昇 Chu-sh...
                            2017 / 中国台湾 / 剧情 喜剧
                        ",人们可以登上月球，却永远无法探索人们内心的宇宙。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2505928032.jpg
遗愿清单,212,8.7,"
                            导演: 罗伯·莱纳 Rob Reiner   主演: 杰克·尼科尔森 Jack Nicholson / 摩根...
                            2007 / 美国 / 冒险 喜剧 剧情
                        ",用剩余不多的时间，去燃烧整个生命。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1481879628.jpg
牯岭街少年杀人事件,213,8.9,"
                            导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...
                            1991 / 中国台湾 / 剧情 犯罪
                        ",弱者送给弱者的一刀。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg
波西米亚狂想曲,214,8.7,"
                            导演: 布莱恩·辛格 Bryan Singer   主演: 拉米·马雷克 Rami Malek / 本·哈...
                            2018 / 英国 美国 / 剧情 传记 同性 音乐
                        ",弱者送给弱者的一刀。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2549558913.jpg
源代码,215,8.5,"
                            导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...
                            2011 / 美国 加拿大 / 科幻 悬疑 惊悚
                        ",邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg
魂断蓝桥,216,8.8,"
                            导演: 茂文·勒鲁瓦 Mervyn LeRoy   主演: 费雯·丽 Vivien Leigh / 罗伯特·...
                            1940 / 美国 / 剧情 爱情 战争
                        ",中国式内在的美国电影。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg
新龙门客栈,217,8.6,"
                            导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...
                            1992 / 中国香港 中国大陆 / 动作 爱情 武侠 古装
                        ",嬉笑怒骂，调风动月。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg
青蛇,218,8.6,"
                            导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...
                            1993 / 中国香港 中国大陆 / 剧情 爱情 奇幻 古装
                        ",人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2570901292.jpg
疯狂的麦克斯4：狂暴之路,219,8.6,"
                            导演: 乔治·米勒 George Miller   主演: 汤姆·哈迪 Tom Hardy / 查理兹·塞...
                            2015 / 澳大利亚 南非 / 动作 科幻 冒险
                        ",“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg
无耻混蛋,220,8.6,"
                            导演: Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M...
                            2009 / 德国 美国 / 剧情 犯罪
                        ",昆汀同学越来越变态了，比北野武还杜琪峰。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2575043939.jpg
步履不停,221,8.8,"
                            导演: 是枝裕和 Hirokazu Koreeda   主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...
                            2008 / 日本 / 剧情 家庭
                        ",日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2375245718.jpg
血钻,222,8.7,"
                            导演: 爱德华·兹威克 Edward Zwick   主演: 莱昂纳多·迪卡普里奥 Leonardo ...
                            2006 / 美国 德国 英国 / 剧情 惊悚 冒险
                        ",每个美丽事物背后都是滴血的现实。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg
东京教父,223,9.0,"
                            导演: 今敏 Satoshi Kon   主演: 江守彻 Toru Emori / 梅垣义明 Yoshiaki Ume...
                            2003 / 日本 / 剧情 喜剧 动画
                        ",每个美丽事物背后都是滴血的现实。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p456703618.jpg
燃情岁月,224,8.8,"
                            导演: 爱德华·兹威克 Edward Zwick   主演: 布拉德·皮特 Brad Pitt / 安东...
                            1994 / 美国 / 剧情 爱情 战争 西部
                        ",传奇，不是每个人都可以拥有。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1023654037.jpg
无间道2,225,8.6,"
                            导演: 刘伟强 / 麦兆辉   主演: 陈冠希 / 余文乐 / 曾志伟
                            2003 / 中国香港 / 剧情 犯罪 惊悚
                        ",传奇，不是每个人都可以拥有。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p958008320.jpg
海洋,226,9.1,"
                            导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...
                            2009 / 法国 瑞士 西班牙 美国 阿联酋 摩纳哥 / 纪录片
                        ",大海啊，不全是水。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2559581324.jpg
彗星来的那一夜,227,8.5,"
                            导演: 詹姆斯·沃德·布柯特 James Ward Byrkit   主演: 艾米丽·芭尔多尼 Em...
                            2013 / 美国 英国 / 科幻 悬疑 惊悚
                        ",小成本大魅力。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187896734.jpg
谍影重重2,228,8.7,"
                            导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...
                            2004 / 美国 德国 / 动作 悬疑 惊悚
                        ",谁说王家卫镜头很晃？,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg
穿越时空的少女,229,8.6,"
                            导演: 细田守 Mamoru Hosoda   主演: 仲里依纱 Riisa Naka / 石田卓也 Takuya...
                            2006 / 日本 / 剧情 爱情 科幻 动画
                        ",爱上未来的你。 ,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2079334286.jpg
战争之王,230,8.7,"
                            导演: 安德鲁·尼科尔 Andrew Niccol   主演: 尼古拉斯·凯奇 Nicolas Cage /...
                            2005 / 法国 德国 美国 / 剧情 犯罪
                        ",做一颗让别人需要你的棋子。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p792282381.jpg
阿飞正传,231,8.5,"
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...
                            1990 / 中国香港 / 犯罪 剧情 爱情
                        ",王家卫是一种风格，张国荣是一个代表。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2525770523.jpg
地球上的星星,232,8.9,"
                            导演: 阿米尔·汗 Aamir Khan   主演: 达席尔·萨法瑞 Darsheel Safary / 阿...
                            2007 / 印度 / 剧情 儿童 家庭
                        ",天使保护事件始末。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1973489335.jpg
完美陌生人,233,8.5,"
                            导演: 保罗·格诺维瑟 Paolo Genovese   主演: 马可·贾利尼 Marco Giallini ...
                            2016 / 意大利 / 剧情 喜剧
                        ",来啊，互相伤害啊！,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2522331945.jpg
谍影重重,234,8.6,"
                            导演: 道格·里曼 Doug Liman   主演: 马特·达蒙 Matt Damon / 弗兰卡·波坦...
                            2002 / 美国 德国 捷克 / 动作 悬疑 惊悚
                        ",哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg
千钧一发,235,8.8,"
                            导演: 安德鲁·尼科尔 Andrew Niccol   主演: 伊桑·霍克 Ethan Hawke / 乌玛...
                            1997 / 美国 / 剧情 科幻 惊悚
                        ",一部能引人思考的科幻励志片。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg
香水,236,8.5,"
                            导演: 汤姆·提克威 Tom Tykwer   主演: 本·卫肖 Ben Whishaw / 艾伦·瑞克...
                            2006 / 德国 法国 西班牙 美国 / 剧情 犯罪 奇幻
                        ",一个单凭体香达到高潮的男人。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2571500223.jpg
东京物语,237,9.2,"
                            导演: 小津安二郎 Yasujirô Ozu   主演: 笠智众 Chishû Ryû / 原节...
                            1953 / 日本 / 剧情 家庭
                        ",东京那么大，如果有一天走失了，恐怕一辈子不能再相见。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1925331564.jpg
黑客帝国2：重装上阵,238,8.6,"
                            导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski   ...
                            2003 / 美国 / 动作 科幻
                        ",一个精彩的世界观正在缓缓建立。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p443461390.jpg
崖上的波妞,239,8.6,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 奈良柚莉爱 Yuria Nara / 土井洋辉 Hir...
                            2008 / 日本 / 动画 奇幻 冒险
                        ",一个精彩的世界观正在缓缓建立。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2627847859.jpg
我爱你,240,9.0,"
                            导演: 秋昌民 Chang-min Choo   主演: 宋在河 Jae-ho Song / 李顺载 Soon-jae...
                            2011 / 韩国 / 剧情 爱情
                        ",你要相信，这世上真的有爱存在，不管在什么年纪 ,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1075591188.jpg
朗读者,241,8.6,"
                            导演: 史蒂芬·戴德利 Stephen Daldry   主演: 凯特·温丝莱特 Kate Winslet ...
                            2008 / 美国 德国 / 剧情 爱情
                        ",当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1140984198.jpg
再次出发之纽约遇见你,242,8.6,"
                            导演: 约翰·卡尼 John Carney   主演: 凯拉·奈特莉 Keira Knightley / 马克...
                            2013 / 美国 / 喜剧 爱情 音乐
                        ",爱我就给我看你的播放列表。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg
驴得水,243,8.3,"
                            导演: 周申 Shen Zhou / 刘露 Lu Liu   主演: 任素汐 Suxi Ren / 大力 Da Li ...
                            2016 / 中国大陆 / 剧情 喜剧
                        ",过去的如果就让它过去了，未来只会越来越糟！,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2393044761.jpg
聚焦,244,8.8,"
                            导演: 托马斯·麦卡锡 Thomas McCarthy   主演: 马克·鲁弗洛 Mark Ruffalo /...
                            2015 / 美国 / 剧情 传记
                        ",新闻人的理性求真。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2263822658.jpg
浪潮,245,8.7,"
                            导演: 丹尼斯·甘塞尔 Dennis Gansel   主演: 尤尔根·沃格尔 Jürgen Vogel ...
                            2008 / 德国 / 剧情 惊悚
                        ",世界离独裁只有五天。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1344888983.jpg
猜火车,246,8.5,"
                            导演: 丹尼·博伊尔 Danny Boyle   主演: 伊万·麦克格雷格 Ewan McGregor / ...
                            1996 / 英国 / 剧情 犯罪
                        ",不可猜的青春迷笛。 ,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p513567548.jpg
茶馆,247,9.5,"
                            导演: 谢添 Tian Xie   主演: 于是之 Shizhi Yu / 郑榕 Rong Zhen / 蓝天野 T...
                            1982 / 中国大陆 / 剧情 历史
                        ",不可猜的青春迷笛。 ,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2262122096.jpg
小萝莉的猴神大叔,248,8.4,"
                            导演: 卡比尔·汗 Kabir Khan   主演: 萨尔曼·汗 Salman Khan / 哈莎莉·马...
                            2015 / 印度 / 剧情 喜剧 动作
                        ",宝莱坞的萝莉与大叔。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2510956726.jpg
追随,249,8.9,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 杰里米·西奥伯德 Jeremy...
                            1998 / 英国 / 犯罪 悬疑 惊悚
                        ",诺兰的牛逼来源于内心散发出的恐惧。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2561545031.jpg
爱乐之城,250,8.4,"
                            导演: 达米恩·查泽雷 Damien Chazelle   主演: 瑞恩·高斯林 Ryan Gosling /...
                            2016 / 美国 / 剧情 爱情 歌舞
                        ",诺兰的牛逼来源于内心散发出的恐惧。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2395517414.jpg
